-	C4	C10	C1	C7	C6	C3	C5	C8	C2	C9
ENSG00000176022	-0.129597206226306	-0.328262735963392	-0.87030758009807	1.52333612382223	1.66130242570586	-0.293685766901685	-0.60731426700594	0.84203215170459	-1.25786526568474	-0.539637879352546
ENSG00000184163	0.593780849613936	1.60515017068988	-0.0268808639077296	0.23121699431899	1.19444275558708	-0.956538690760868	0.434923084409838	-0.568787382237338	-1.35138376175727	-1.15592315595652
ENSG00000160087	1.54337787385293	-1.63836689956219	0.754395683119091	-0.0875693089269576	-0.128386133088577	0.669271869061904	0.235225286223088	-0.931007967808396	0.761973809129799	-1.1789142120007
ENSG00000162572	0	0	0	0	0	0	0	0	0	0
ENSG00000131584	0.0550123513994123	0.632364134891814	0.263254580456245	-0.933178903566091	-1.04614555582941	-0.270104419413353	-0.235080167349039	-0.587890547071756	-0.324351756383985	2.44612028286616
ENSG00000169972	1.76606002062218	0.414761665437731	0.246440170647659	-0.645745089856941	0.380689474815799	0.0197875458910075	-0.0435655569465741	-2.17099514998577	-0.414019376301101	0.446586295676016
ENSG00000127054	0.779782967393648	-1.92035799218521	0.00677360855428572	0.193721833442937	-0.18973757369279	0.592560160816669	0.769999410653223	-1.03332530542421	1.47228375455875	-0.671700864117305
ENSG00000224051	0.630501038585205	-0.770337828009604	0.596710825850137	0.230386793316005	1.32083492146786	0.219113202613944	-0.952689979560564	1.21727644555614	-1.64174386206582	-0.850051557753302
ENSG00000107404	1.10837782707361	0.0510616917064159	-0.794799528619954	1.24313370097775	0.856694831136764	-0.866089286846972	-1.36425112511089	1.13144455214932	-0.552354998319879	-0.813217664146164
ENSG00000162576	-0.343246291502676	2.84273684120373	-0.227473012574676	-0.324012250969681	-0.345328447541708	-0.319327238162079	-0.363083607052535	-0.32095930438542	-0.365421378383386	-0.233885310631566
ENSG00000175756	1.56813774584439	-1.18420748555065	0.619959304107191	-0.0492634860027326	0.216284850092176	0.358152435828874	0.549554806705875	-0.724151854020863	0.512950023312158	-1.86741634031642
ENSG00000221978	-0.620599605337222	0.696397009461702	0.0309771441371245	-0.61810407562403	-0.260006270447533	-0.63536017036412	-0.072791738738478	-0.593712488077507	-0.50753665431289	2.58073684930295
ENSG00000242485	2.08375633450275	-1.23966198111982	-0.363511065088479	0.677832872575342	-0.494057081149602	-0.32646010429162	-0.0494468611733146	-1.29174110867183	0.549586791692291	0.453702202724279
ENSG00000235098	0	0	0	0	0	0	0	0	0	0
ENSG00000236239	0	0	0	0	0	0	0	0	0	0
ENSG00000203586	0	0	0	0	0	0	0	0	0	0
ENSG00000225285	0	0	0	0	0	0	0	0	0	0
ENSG00000179403	-0.560059962492009	-0.441328317732609	-0.524611866855435	0.296952916154254	-0.377234264924108	-0.587836744807799	-0.583345519961742	0.871720530854667	-0.584038999218752	2.48978222898353
ENSG00000215915	0	0	0	0	0	0	0	0	0	0
ENSG00000160072	0	0	0	0	0	0	0	0	0	0
ENSG00000197785	1.84558788538488	-0.733515220956139	-0.770179002900756	0.403929695416429	1.26140801102891	0.0201337589015113	0.0412868289551728	-0.499132219818623	-0.00202853859196919	-1.56749119741941
ENSG00000160075	0.760207264245654	-1.06984011616493	0.23861659626358	-0.460853770805946	-1.03043439372505	0.134453967198559	-0.141002712235946	-0.307488654375445	-0.485481032331881	2.3618228519314
ENSG00000228594	0	0	0	0	0	0	0	0	0	0
ENSG00000197530	0.0504155945161688	0.541917841966901	-0.436350201780591	0.553123800358489	-0.268854481206215	-0.688941899129416	1.26435345037055	1.45989979887531	-0.57960005490577	-1.89596384906542
ENSG00000189339	0.610640590185134	0.173801247484501	-0.133130506635441	0.35849685610367	0.732461373349736	0.18008155533759	0.718646772846785	-0.183089520956423	0.239226103008512	-2.69713447072406
ENSG00000215790	0	0	0	0	0	0	0	0	0	0
ENSG00000008130	0.364417555436592	-1.11541377756391	2.24786394511684	0.25174327168074	-0.501217054325457	-0.438358027274661	-0.636065248812921	0.451755010993417	-1.10596411929353	0.481238444042895
ENSG00000078369	-0.538520727511843	0.5451408200016	-0.970306179774855	0.788036388335519	0.392017456337297	-0.912745834171739	-0.86287272091524	0.89485797804388	-1.09915082161436	1.76354364126974
ENSG00000169885	0	0	0	0	0	0	0	0	0	0
ENSG00000178821	0	0	0	0	0	0	0	0	0	0
ENSG00000142609	-0.543206749840954	0.958288770774295	-0.656889838382771	-0.490887151013977	-0.656889838382771	0.264706830184542	-0.519802535070933	-0.126369605052271	2.42793995516761	-0.656889838382771
ENSG00000233542	0	0	0	0	0	0	0	0	0	0
ENSG00000187730	0	0	0	0	0	0	0	0	0	0
ENSG00000067606	-0.436724951473426	-0.113054869338804	-0.436724951473426	-0.112285786220378	2.81799393647865	-0.130489491090841	-0.419786184993475	-0.362479170853546	-0.369723579561326	-0.436724951473426
ENSG00000182873	0	0	0	0	0	0	0	0	0	0
ENSG00000162585	0	0	0	0	0	0	0	0	0	0
ENSG00000157933	-0.956882051498902	2.20903447192134	-0.458723741275666	-0.242128480105746	-0.207004021081318	0.0782125715831984	-1.00417983481175	0.900243308304655	-0.87236486353687	0.55379264050106
ENSG00000116151	-0.274949822001465	1.71624348414768	-0.811696006643558	-0.0408219333953786	1.76220429222747	-0.580007305426368	0.154625589505196	-0.113076341406909	-0.592168344929692	-1.22035361207697
ENSG00000178642	0	0	0	0	0	0	0	0	0	0
ENSG00000157916	-0.392782467599802	-0.447046782389094	-0.192945458700472	-0.181942969170455	1.80109883529603	0.190722987444696	-1.29121406615808	-0.251797149418837	-0.895965002210677	1.6618720729067
ENSG00000157911	0.00418928581665869	-0.106755906179762	-0.66231860652181	1.71166751116545	-0.330418419153995	-1.15851834117664	-0.320396318661743	1.8655158620101	-0.7051983245973	-0.297766742700959
ENSG00000149527	-0.480937324431928	-0.480937324431928	-0.432076693634328	0.308180312778073	2.698146727379	-0.480937324431928	-0.470872813520249	0.281185656671585	-0.460813891946369	-0.480937324431928
ENSG00000157881	1.41723710791105	-0.00782737434782065	-0.843621069540202	0.870251679436661	-0.735667705639609	-1.0914842616024	0.30833417520059	0.671836230276432	0.944395413798791	-1.5334541954935
ENSG00000197921	2.04673708703229	-0.549611891000183	-0.365895553896689	-0.686108615830378	0.472026469526693	-0.626290990775772	1.37365446585718	-0.837284989854612	0.0100590087960818	-0.837284989854612
ENSG00000238164	0	0	0	0	0	0	0	0	0	0
ENSG00000157873	0.167641197879881	-0.755137172084608	2.33326669898963	-0.727733300483351	-0.755137172084608	-0.254691830917206	0.0413019672865061	1.04992972978123	-0.344302946282863	-0.755137172084608
ENSG00000228037	0	0	0	0	0	0	0	0	0	0
ENSG00000157870	-0.591935838725876	-0.289139691999114	-0.441640974684418	0.70812663602542	0.704002328243552	-0.64359061780401	-0.670401367078813	2.40750591761238	-0.67664475599748	-0.506281635591637
ENSG00000142606	-0.487544655376226	-0.487544655376226	-0.487544655376226	1.71394308228149	-0.487544655376226	-0.487544655376226	-0.366176570011088	2.06504607536318	-0.487544655376226	-0.487544655376226
ENSG00000215912	0	0	0	0	0	0	0	0	0	0
ENSG00000169717	0	0	0	0	0	0	0	0	0	0
ENSG00000177133	0	0	0	0	0	0	0	0	0	0
ENSG00000142611	1.13806312133081	-0.132818954701506	0.258618221128339	-0.999692985529031	-1.09461884095828	-0.353535963263364	0.347516153686593	-1.49338739205768	1.50598151329678	0.82387512706733
ENSG00000130762	-0.582503410264747	-0.446331534090736	-0.608580654810436	0.818556149498754	1.06864957905238	-0.601020518228155	-0.602275481020103	2.18902698564985	-0.616234688380852	-0.619286427405956
ENSG00000162591	-0.703953646392263	0.494560806212668	-0.694266241913162	1.21291780208351	0.374658963311962	-0.637045016509226	-0.705477538205533	2.06669351451654	-0.693784733560191	-0.714303909544311
ENSG00000158109	-0.767826654622655	-0.346846478327209	-0.144441914103258	0.360826485531912	-0.492989325196585	1.06799638570921	-0.44958055400754	1.06136763647416	-1.78516474837688	1.49665916691884
ENSG00000116213	0	0	0	0	0	0	0	0	0	0
ENSG00000078900	-0.521844218171631	0.0320975619052342	-0.521844218171631	1.1254706291064	-0.521844218171631	-0.521844218171631	-0.453913067447783	2.42741018546593	-0.521844218171631	-0.521844218171631
ENSG00000227372	0	0	0	0	0	0	0	0	0	0
ENSG00000162592	0	0	0	0	0	0	0	0	0	0
ENSG00000235169	-0.601789126016739	0.479565010633984	-0.705021796847317	1.56909149116084	1.18048242300691	-0.753794607170672	-0.695679050825617	1.23838846928639	-0.804303669126355	-0.906939144101413
ENSG00000130764	1.51835717377651	-1.2893269770643	-1.10072165506611	-0.467990931575954	-0.799973592828372	0.278674116572917	0.366832407978185	-0.162010532966581	0.00596067149242447	1.65019931968128
ENSG00000116198	0.240959720290763	0.267907649866112	-1.27921693037057	1.10675597175583	0.344751311203613	-1.11053932181393	-0.15507131315667	0.85796581817279	1.25233515745496	-1.5258480634029
ENSG00000169598	1.25506987694039	-0.911179393135653	0.615823810126905	-0.786742972880484	-0.80834956852266	0.343090557905438	0.591153346548318	-1.4651017873013	1.49118447491478	-0.324948344595724
ENSG00000198912	1.84027380205738	-1.58677994827657	0.769231064011528	0.755868924610494	0.245119514414741	0.0357069103773242	-0.539107040285037	0.121439402966792	-0.490687633992354	-1.15106499588429
ENSG00000236423	0	0	0	0	0	0	0	0	0	0
ENSG00000233304	0	0	0	0	0	0	0	0	0	0
ENSG00000226374	0	0	0	0	0	0	0	0	0	0
ENSG00000235054	0	0	0	0	0	0	0	0	0	0
ENSG00000196581	-0.436374676147057	-0.0305656659658628	-0.515133391631703	0.854723208308845	-0.40044076489567	-0.515133391631703	-0.502333106392271	2.5707647417173	-0.510373561730178	-0.515133391631703
ENSG00000131697	-0.622213399282601	1.48992825751896	-0.0538976948124466	0.392961198750443	-0.381528777899747	-0.257409840749264	1.75422993028607	-0.440334974004438	-0.240104731173659	-1.64162996863332
ENSG00000069424	0.684969607895276	-0.736496297970573	-0.233880937297473	-0.805320681465155	-0.782709907720914	0.942116004814348	2.0060116463347	-0.802165369893125	0.598667927420156	-0.871191992117236
ENSG00000116254	1.60059754536149	0.0242516248963817	-0.903470809420533	-0.276935677116803	-0.903470809420533	1.71104164857186	0.361523117444834	-0.903470809420533	0.19340497852437	-0.903470809420533
ENSG00000116251	1.57319371355078	-0.890978969874017	0.495959116407164	0.0774870574545736	0.367828879664311	0.0808345561088151	0.823364265511129	-1.82737519411874	0.382972797106683	-1.0832862218107
ENSG00000158286	-0.216639273630179	1.02292695010055	-0.750728720966352	0.25438658376526	2.34329055328821	-0.750728720966352	-0.11060901581344	-0.750728720966352	-0.290440913844997	-0.750728720966352
ENSG00000116237	-0.394557969226055	-0.263057015500591	-1.21513404131371	-0.495767995996531	0.260050100090289	-0.229780327737479	-0.104954562138981	0.291779725077382	-0.427935183633632	2.57935727037932
ENSG00000225077	0	0	0	0	0	0	0	0	0	0
ENSG00000158292	-0.340627585418574	2.82950520972077	-0.384802586332583	-0.334056321592373	-0.313978918358339	-0.354949852007444	-0.358721402422039	-0.359631355743352	-0.367967952766264	-0.0147692350798032
ENSG00000097021	1.9001917290803	-0.801767745944797	0.0130057504246074	-0.895290792155953	-1.02394416139189	0.86734719779858	0.960196064888287	-1.0719870814021	0.215167567774147	-0.162918529071171
ENSG00000069812	0	0	0	0	0	0	0	0	0	0
ENSG00000187017	-0.470091875586288	-0.740238290423554	-0.319374011368827	1.3548808625959	2.10681722570743	-0.132974369650876	-0.680703178158769	0.425629855420208	-0.754718661066667	-0.789227557468564
ENSG00000215788	-0.426318308931011	-0.500484606588323	0.558794697276092	-0.511266052182796	-0.546498181288312	2.67167044682034	-0.471576337576642	-0.49052819993725	-0.306773363394963	0.0229799058028625
ENSG00000171680	-0.288820704275378	0.219591833412803	0.147895404402609	-0.334970704138266	0.263018145344826	-0.474030502862441	-0.66889972930486	-0.679005394343945	-0.807674885865347	2.62289653763
ENSG00000162408	1.99485900266622	-0.578211290006881	-0.490133280257437	0.30289775703808	-0.561629108899599	0.571518031747195	0.614416449061215	-0.738097934742743	0.483240558580384	-1.59886018518643
ENSG00000173662	2.55839325752143	-0.479972930420886	-0.479972930420886	-0.43103014299133	-0.479972930420886	-0.173073224481263	0.925547692476472	-0.479972930420886	-0.479972930420886	-0.479972930420886
ENSG00000204859	0.927898363465091	-0.375719889091413	-0.143769784712283	0.456253549441556	-0.612505905427955	-0.601066967188849	-0.07666917743094	-1.35480060915932	-0.452627179417668	2.23300759952177
ENSG00000162413	2.19112765702367	-1.01348032416655	-0.683532116788424	-0.449740936089848	-1.31804845593149	0.034611901594096	0.752085208339959	0.112841788358232	0.427411569649147	-0.0532762919887985
ENSG00000116273	-0.599768389955936	1.78284087534635	-0.842105398729254	1.22022172465182	0.652071440438713	-0.550810348060567	-0.812968495326831	0.758907016196933	-0.75535655776022	-0.853031866801008
ENSG00000041988	0.308013062593894	0.798938478999442	-0.608043170847479	-0.129001541078687	-0.217470400906618	-0.78080350491746	2.18536099570709	0.239744216370935	-1.52130804606794	-0.275430089853185
ENSG00000007923	2.25975327762297	-1.32850955152488	-1.09855222808722	0.301449214109757	-0.0572491182940171	-0.321913546429444	0.218021690046044	-0.661993617846363	0.323787216397882	0.365206664005274
ENSG00000171735	-0.238910249974153	-0.410130370673026	-0.33609527613071	0.98618101497476	2.01372544838761	-1.26126977502377	-0.901134145992067	0.595331526731897	-0.846998792548371	0.399300620247828
ENSG00000049245	-0.282110508439137	0.236780790169202	-0.0108049820731562	0.0874039657678781	-0.0863501220363135	-0.487707235244552	-0.873548659886233	-0.18916249389426	-1.00329495062457	2.60879419626115
ENSG00000049246	-0.0387141902900113	-0.101736705105852	-0.380347225887345	0.872015452969372	1.5036778029347	-0.434058455431867	-0.520358261063836	1.53135205526606	-1.04140069375672	-1.3904297796345
ENSG00000049247	0	0	0	0	0	0	0	0	0	0
ENSG00000049249	0.0502769818482394	-0.471634771945076	-0.400648905710472	-0.482290337644353	-0.434218741919362	2.77685647944127	0.0314636458070695	-0.470502959191589	-0.500259087805624	-0.0990423028801074
ENSG00000116288	1.53357167208683	-1.94091780328344	-0.670304786550966	0.677206379805612	0.332140566937715	-0.630415641182245	0.952658836574225	0.248236803657302	0.179067208966948	-0.681243237011979
ENSG00000116285	-0.923053277779597	0.286397251637228	-0.318100470460435	1.26198786546559	1.75216481611657	-0.446633655986869	-0.886185793069351	0.952052573757065	-0.870597801695335	-0.80803150798486
ENSG00000162426	0	0	0	0	0	0	0	0	0	0
ENSG00000142599	-0.369256283786187	0.553405231106259	-0.520054424031891	1.05048172198987	-0.113645620295492	-0.839282395253463	0.017273254928425	2.12235130458002	-0.673128562343688	-1.22814422689386
ENSG00000074800	0.44401949972954	-1.53725696206536	-0.121693239592783	1.42991642129047	1.3449870465056	0.608892837483466	-1.2949475152577	0.0735673371543965	-0.659903021631746	-0.287582403615886
ENSG00000230679	0	0	0	0	0	0	0	0	0	0
ENSG00000131686	0	0	0	0	0	0	0	0	0	0
ENSG00000142583	-0.00968472337742025	-0.906181300518668	0.771819441011544	1.53858685502013	1.64034562963444	-0.906181300518668	-0.737334992799512	0.0900898361763907	-0.575278144109565	-0.906181300518668
ENSG00000180758	-0.312653818426973	-0.0761332029975215	2.74156129414277	-0.0832759732658891	-0.0203724546108319	-0.402000049340331	-0.545406926203099	0.047372783368589	-0.64624395377315	-0.702847698893561
ENSG00000049239	1.04520545684963	0.170192205424955	-0.371434292901568	-0.885468210987533	-0.769849809739759	1.54348521738057	1.19700341488355	-0.664244415147344	0.176114679575955	-1.44100424533846
ENSG00000171621	-0.73982341937426	-0.41325246579514	-0.376948537095245	-0.10971558985726	2.33057663041622	-0.068423230318577	-0.702481723037119	-0.477727551202723	-0.673523843406941	1.23131972967104
ENSG00000188807	1.15046185268813	0.0522551361756905	-1.42840245711934	0.638406413381294	0.134780820601485	-0.749515805820331	-0.120509864038088	-0.486071978522239	-1.02191532094655	1.83051120359995
ENSG00000179840	0	0	0	0	0	0	0	0	0	0
ENSG00000231789	0	0	0	0	0	0	0	0	0	0
ENSG00000171608	1.10028345541107	-0.754004783667105	0.8559007725514	-0.841207084403944	-0.851889460609923	1.60258158352027	0.948471967968039	-0.819709330548587	-0.350193147165576	-0.89023397305564
ENSG00000171603	-0.674113549962329	-0.162644703471383	-0.667436692608452	0.926509910022945	0.842787140641063	-0.650646223988515	-0.719668109370212	2.20830003223097	-0.749889592214628	-0.353198211279455
ENSG00000178585	-0.704747394525509	-0.10532287721987	-0.345843896007786	0.554152574839974	0.433744962743259	-0.734986655812255	-0.86081252322301	0.137452157439816	-0.807741427743858	2.43410507950924
ENSG00000162441	-0.288263103334507	-1.11812182516911	-1.30611860016983	1.38476401846741	1.15118298665457	0.879519317100881	-0.896601747616932	-0.111421659838545	0.88791245783754	-0.582851843931482
ENSG00000173614	-0.209511101316507	-1.00546397770685	-0.804570822082852	0.630744028002502	0.929915610669705	-0.200725703939621	0.533890125450096	0.512071955417404	1.4458874249512	-1.83223753944508
ENSG00000162444	0	0	0	0	0	0	0	0	0	0
ENSG00000130939	-0.182912696369537	-0.14839503562088	-1.02619311375338	1.33836375525662	0.873695749867206	-1.1858543075255	-0.473461152337897	1.7928638467947	-0.449706564996365	-0.538400481314964
ENSG00000054523	-1.01709756791467	0.499510878634601	-0.429847273351884	0.80564158576076	0.534789343619764	-0.78075613009166	-1.07545942325364	1.862029237284	-1.00043709141517	0.601626440727891
ENSG00000199562	0	0	0	0	0	0	0	0	0	0
ENSG00000142657	1.42170010050398	-1.03461192724776	2.01725993236349	-0.261367327659819	-0.421789541260583	0.114416629433269	-0.495317322403502	-0.835394973424744	-0.756935201930819	0.252039631626488
ENSG00000175279	0.803651309971299	-1.51143735182491	-0.838558414093042	0.966198994336732	0.163633199099188	-0.0244850678055523	0.142882111440104	-1.07047005027297	1.75731905662262	-0.38873378747347
ENSG00000160049	0.559671092909252	-0.987791650839521	1.4733351690707	-0.441307857662829	-0.586288680889362	1.24801880652124	0.327782707788865	-1.03622189877481	0.748009518220869	-1.30520720634441
ENSG00000142655	-0.0315185121106748	-0.0777710317008827	-0.900757977477626	1.871185863342	0.23173697321558	-0.593395884836297	-0.68115661238353	1.65188889919555	-0.757055429528712	-0.713156287715406
ENSG00000130940	-0.392291914201763	-0.475176077760587	-0.471451708259955	0.412366589256824	0.25417832351162	-0.428290001240246	-0.49821807827893	2.67454602334646	-0.534701945463358	-0.540961210910065
ENSG00000175262	0	0	0	0	0	0	0	0	0	0
ENSG00000120948	1.15279655489276	-1.26975200656977	-1.31759858526502	0.16460549074944	-0.770060347864684	0.00617976583593767	0.948514570108605	-0.878092438206242	1.2101636480352	0.753243348283769
ENSG00000009724	0.486738057686838	-0.183518807243068	-1.35601698004107	-0.768545963319337	1.50528077046369	-0.132813664528471	1.26384909936749	-0.195305599796787	0.736350067451792	-1.35601698004107
ENSG00000116649	2.52007989513614	-0.0752086638939206	-0.63362672333579	-0.373393290592117	-0.721464367422414	-0.0749212289254096	-0.0736982352055874	-1.07363124300923	-0.128150073144822	0.634013930393156
ENSG00000171824	0.927102200329477	-0.30717224023808	-0.82933236577806	-0.111149541088843	-1.50239512986565	0.750348835702764	0.929158427117693	-1.01749189813839	1.56871164137362	-0.407779929414535
ENSG00000198793	0.63834973463641	-1.39357557322022	1.91554537067072	-0.655964434052659	0.00966481010203463	-0.262680086510371	-0.911050372303725	1.20511997291584	-0.113493457054389	-0.431915965183635
ENSG00000171819	-0.699369291538501	2.13601567099867	-0.699369291538501	-0.279453416770476	-0.699369291538501	0.679285812979365	1.18426323325369	-0.699369291538501	-0.223264842768748	-0.699369291538501
ENSG00000238199	0	0	0	0	0	0	0	0	0	0
ENSG00000120942	0.804303975610893	1.39494863122407	-1.23295974259053	1.28256448574749	-0.226486955913738	-0.6900912018263	-0.862158132841833	-0.184751973046489	-1.11643043939392	0.831061353030357
ENSG00000204624	0	0	0	0	0	0	0	0	0	0
ENSG00000235643	0	0	0	0	0	0	0	0	0	0
ENSG00000116661	-0.703893698993248	-0.00756856349361025	-0.186123225195673	1.59026838176862	2.05938743585713	-0.703893698993248	-0.496861645288087	-0.196841966215713	-0.650579320452918	-0.703893698993248
ENSG00000132879	-0.445504395814912	0.23474019365796	-1.14349608205106	-0.347081079093004	-0.141038252566626	0.571834134492691	1.8142088284335	-0.51752462497049	1.29306256502419	-1.31920128711225
ENSG00000116663	-0.225160885099986	-1.69602204248128	0.562082164254668	0.302087834451657	-0.0594552790789237	-0.686717635846751	1.13904782213872	1.66687834184136	-1.05447273831228	0.051732418132822
ENSG00000116670	-0.133772150466674	-1.19518369460937	-0.966964386538355	-0.294761942437089	0.141957497320226	0.392816015568753	1.54507682809659	-1.03768287460699	-0.146145496634621	1.69466020430754
ENSG00000162490	0	0	0	0	0	0	0	0	0	0
ENSG00000177674	0.276905487807381	-0.546251704697145	0.529158233226192	-0.911148201847072	-0.475811171385489	-0.102119355322086	0.706049199090264	-0.721544462192894	2.27828863013497	-1.03352665481412
ENSG00000177000	0.211842330029112	1.02613173813798	0.688845070370925	0.175347702422177	0.111019645992632	-1.79336308654681	-0.327159852922472	1.56189511579195	-1.18302749135235	-0.471531171923149
ENSG00000011021	1.38685515909344	-1.10644792138691	0.730391987135138	-0.199043831479928	-1.10644792138691	0.0144553172671057	-0.566406868836655	1.52543167999904	0.427660320982576	-1.10644792138691
ENSG00000175206	0	0	0	0	0	0	0	0	0	0
ENSG00000120937	0	0	0	0	0	0	0	0	0	0
ENSG00000116685	0.105705609147876	-0.218976676005173	0.813775121615712	-1.7564547104267	0.737122622155241	1.51364790918206	0.132490555775156	-1.28226916318075	-0.612541979515958	0.567500711252541
ENSG00000083444	-0.583414799698104	1.90762119298914	0.0230135459644611	-0.374023486671448	-0.605688835035805	-0.122942078544032	-0.788584720763991	-0.432357183984066	-0.779241823864503	1.75561818960835
ENSG00000116688	-0.263570288658322	-0.907580678795067	0.00126955801228737	1.23756786659028	1.56408372834138	-0.0125765676069299	-0.752618562664712	1.18827622478159	-1.16723644107893	-0.88761483892157
ENSG00000116691	0.834651653021268	-0.734130890547285	0.649134891071538	-0.600357616390868	-0.848550664464347	0.800247998931151	0.831473111765477	-0.787458611169935	1.39381962856282	-1.53882950077982
ENSG00000120949	-0.470267161790331	-0.148286798536167	-0.539456568867053	-0.539456568867053	-0.539456568867053	-0.539456568867053	1.45194992020358	-0.382704256518691	2.24659114097688	-0.539456568867053
ENSG00000028137	0.194042206863073	-0.932863034511079	1.78406180588812	-0.941844038709337	-0.458550335711499	1.55038751001424	0.518043565460752	-0.899062042607917	-0.402504827890324	-0.41171080879603
ENSG00000048707	-0.781114988147672	-0.183514991656159	0.0374913166350179	-0.596759925350859	0.877474642519865	-0.0327698018024097	0.72630510465213	1.66076407322031	0.260410155551836	-1.96828558562206
ENSG00000162496	-1.35096693440273	-0.519455558773619	-0.756778227054176	1.00808264682242	1.74847021788459	-0.950739266567068	-0.0899111184343314	1.08796577221807	-0.36008536373203	0.183417832038877
ENSG00000157330	0	0	0	0	0	0	0	0	0	0
ENSG00000116726	-0.463349418399293	-0.584327583061821	-0.584327583061821	0.525903659060173	0.563895459871735	-0.239780477201909	-0.584327583061821	2.5349686919784	-0.584327583061821	-0.584327583061821
ENSG00000162494	0	0	0	0	0	0	0	0	0	0
ENSG00000162493	-0.70379842718908	1.31241396484846	-0.757750660381989	0.908298479398569	0.388349706382316	-0.723002761727871	-0.678322272970651	1.76346967790511	-0.751907045882874	-0.757750660381989
ENSG00000116731	-0.398670085334083	-0.15420923239308	-1.95261135783087	-0.439126593096383	0.31028723978818	-0.978513782039391	0.495628732717415	1.44783959883967	0.941215701273832	0.728159778074719
ENSG00000189337	-0.674470327269291	0.684084978204687	-0.692927457220872	0.572445837849085	0.500509908308387	-0.813022285074279	-0.618996197747978	2.26200238879661	-0.848773143735901	-0.370853702110444
ENSG00000171729	-0.915757554686866	-0.631566730901201	1.72944446391944	0.639529976870287	0.188530703783874	-0.00142896918503173	-1.12653313460815	1.32378138692214	-1.1407252411077	-0.0652749010067992
ENSG00000142621	-0.481739279048471	-0.365938489796168	2.04095145235991	-0.387170659868002	-0.329968370169416	-0.564065480107902	-0.540591294133849	1.72988145491482	-0.537293854043021	-0.564065480107902
ENSG00000233485	0	0	0	0	0	0	0	0	0	0
ENSG00000142634	-0.014409452795331	-0.0545474203190783	2.53171555853178	-0.758606515152917	-0.726517252149325	0.756123149670018	-0.369144524801903	-0.769627038524538	-0.354947444685528	-0.240039059773173
ENSG00000162438	0	0	0	0	0	0	0	0	0	0
ENSG00000215704	0	0	0	0	0	0	0	0	0	0
ENSG00000132906	-0.121459641090585	0.834508770789281	1.149996277911	-0.13746009456782	1.41886553263093	-0.049894517274176	-1.38024938750076	0.580339579939	-1.31644357288525	-0.978202947951612
ENSG00000116138	-0.428149503908772	-0.738207528083082	1.61922603127096	0.512036546595313	0.266963642002668	-1.03191646903818	-0.839880012821197	1.24350328385621	-1.25512194914502	0.651545959271111
